utc_timestamp,FR_Biomass_generation_actual,FR_Energy_storage_generation_actual,FR_Fossil_Gas_generation_actual,FR_Fossil_Hard_coal_generation_actual,FR_Fossil_Oil_generation_actual,FR_Hydro_Pumped_Storage_generation_actual,FR_Hydro_Run-of-river_and_poundage_generation_actual,FR_Hydro_Water_Reservoir_generation_actual,FR_Nuclear_generation_actual,FR_Solar_generation_actual,FR_Waste_generation_actual,FR_Wind_Offshore_generation_actual,FR_Wind_Onshore_generation_actual,FR_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead,DK_price_day_ahead,temp_raw,cloud_raw,u10_raw,v10_raw,temperature_france,cloud_cover_france,wind_speed_france,temperature_denmark,cloud_cover_denmark,wind_speed_denmark,cet_cest_timestamp,FR_load_actual_entsoe_transparency,FR_load_forecast_entsoe_transparency,DK_1_load_actual_entsoe_transparency,DK_1_load_forecast_entsoe_transparency,DK_2_load_actual_entsoe_transparency,DK_2_load_forecast_entsoe_transparency,DK_load_actual_entsoe_transparency,DK_load_forecast_entsoe_transparency
2020-01-01 10:00:00+00:00,348.0,,3547.0,44.0,204.0,,5367.0,1095.0,48751.0,2100.0,218.0,,1578.0,30.34,30.34,30.34,60.68,5.495636,0.58211994,0.55471,0.82633793,5.495636,0.58211994,0.9952575,5.3074036,0.6223199,7.5335236,2020-01-01 11:00:00+01:00,60243.0,62200.0,2217.41,2248.0,1494.29,1503.0,3711.7,3751.0
2020-01-01 11:00:00+00:00,349.0,,3593.0,45.0,204.0,,5399.0,1464.0,49217.0,2426.0,217.0,,1356.0,30.99,30.59,30.59,61.18,6.23761,0.55915576,0.5848931,0.79891866,6.23761,0.55915576,0.99013686,5.3719788,0.6202313,7.7210183,2020-01-01 12:00:00+01:00,62966.0,64300.0,2255.51,2261.0,1522.92,1537.0,3778.43,3798.0
2020-01-01 12:00:00+00:00,348.0,,3573.0,44.0,204.0,,5444.0,1743.0,49196.0,2354.0,215.0,,1098.0,30.04,30.04,30.04,60.08,6.8862305,0.53246516,0.60972506,0.7766216,6.8862305,0.53246516,0.9873732,5.367584,0.6012146,7.9473643,2020-01-01 13:00:00+01:00,62086.0,64800.0,2210.14,2217.0,1529.48,1539.0,3739.62,3756.0
2020-01-01 13:00:00+00:00,347.0,,3708.0,45.0,204.0,,5389.0,1499.0,48992.0,1875.0,215.0,,997.0,30.75,30.6,30.6,61.2,7.333008,0.548345,0.5927932,0.7467777,7.333008,0.548345,0.95345724,5.308655,0.6721176,7.9290085,2020-01-01 14:00:00+01:00,59477.0,61750.0,2165.08,2197.0,1546.11,1540.0,3711.19,3737.0
2020-01-01 14:00:00+00:00,348.0,,4236.0,44.0,204.0,,5479.0,1964.0,49061.0,1038.0,215.0,,1006.0,32.11,31.09,31.09,62.18,7.556122,0.57297057,0.549974,0.71048003,7.556122,0.57297057,0.8984728,5.2056274,0.6736941,7.805154,2020-01-01 15:00:00+01:00,57900.0,59300.0,2224.88,2186.0,1589.98,1579.0,3814.86,3765.0
2020-01-01 15:00:00+00:00,348.0,,5150.0,44.0,204.0,377.0,5896.0,3032.0,49333.0,330.0,215.0,,1050.0,35.98,31.53,31.53,63.06,7.2885437,0.5932324,0.46492785,0.69216585,7.2885437,0.5932324,0.8338174,4.9933167,0.6931277,7.6161895,2020-01-01 16:00:00+01:00,57970.0,58550.0,2379.77,2393.0,1703.86,1699.0,4083.63,4092.0
2020-01-01 16:00:00+00:00,348.0,,6041.0,44.0,204.0,851.0,6176.0,3314.0,49727.0,131.0,213.0,,1089.0,40.4,31.78,31.78,63.56,6.6493835,0.6026353,0.43676025,0.7038812,6.6493835,0.6026353,0.8283769,4.7839355,0.6775886,7.632249,2020-01-01 17:00:00+01:00,60972.0,60800.0,2575.07,2582.0,1820.67,1812.0,4395.74,4394.0
2020-01-01 17:00:00+00:00,345.0,,6803.0,44.0,204.0,1312.0,6413.0,3483.0,50117.0,0.0,214.0,,1199.0,44.05,31.64,31.64,63.28,5.9686584,0.5877429,0.41196802,0.8056059,5.9686584,0.5877429,0.90483063,4.564026,0.6967795,7.5030494,2020-01-01 18:00:00+01:00,64213.0,64650.0,2497.44,2544.0,1766.62,1790.0,4264.06,4334.0
2020-01-01 18:00:00+00:00,345.0,,7192.0,44.0,204.0,1168.0,6591.0,3206.0,50313.0,0.0,213.0,,1288.0,46.16,31.44,31.44,62.88,5.5190735,0.57470536,0.41015497,0.88787913,5.5190735,0.57470536,0.97803706,4.386322,0.7196583,7.3944745,2020-01-01 19:00:00+01:00,65207.0,66100.0,2345.3,2358.0,1670.67,1682.0,4015.97,4040.0
2020-01-01 19:00:00+00:00,345.0,,7184.0,44.0,204.0,953.0,6486.0,2565.0,49956.0,0.0,213.0,,1339.0,44.02,31.35,31.35,62.7,5.2133484,0.5546716,0.41088155,0.9871495,5.2133484,0.5546716,1.0692464,4.2238464,0.7110794,7.2687397,2020-01-01 20:00:00+01:00,63617.0,64900.0,2224.19,2223.0,1585.86,1579.0,3810.05,3802.0
2020-01-01 20:00:00+00:00,345.0,,6987.0,44.0,203.0,951.0,6153.0,2092.0,50259.0,0.0,213.0,,1318.0,40.68,31.07,31.07,62.14,4.9953003,0.5384035,0.41493842,1.0628297,4.9953003,0.5384035,1.1409562,4.0567627,0.7452051,7.1934004,2020-01-01 21:00:00+01:00,61578.0,62350.0,2102.78,2110.0,1498.42,1486.0,3601.2000000000003,3596.0
2020-01-01 21:00:00+00:00,344.0,,6760.0,44.0,203.0,974.0,6026.0,2067.0,50052.0,0.0,212.0,,1249.0,40.66,30.96,30.96,61.92,4.8680115,0.5345359,0.43487614,1.1516426,4.8680115,0.5345359,1.231015,3.9469604,0.79201204,7.1403394,2020-01-01 22:00:00+01:00,62420.0,60900.0,1956.38,2018.0,1418.22,1389.0,3374.6000000000004,3407.0
2020-01-01 22:00:00+00:00,342.0,,6138.0,44.0,203.0,151.0,5797.0,1785.0,49707.0,0.0,211.0,,1250.0,36.69,30.61,30.61,61.22,4.7417297,0.59955674,0.42780715,1.2025595,4.7417297,0.59955674,1.2763888,3.7245178,0.8297531,6.8419375,2020-01-01 23:00:00+01:00,63170.0,63650.0,1874.64,1930.0,1323.7,1299.0,3198.34,3229.0
2020-01-01 23:00:00+00:00,340.0,,5646.0,44.0,203.0,,5376.0,972.0,49707.0,0.0,213.0,,1317.0,35.4,30.78,30.78,61.56,4.710968,0.6017159,0.45319986,1.2884198,4.710968,0.6017159,1.3658023,3.6887512,0.85324514,7.0920014,2020-01-02 00:00:00+01:00,60536.0,62350.0,1820.92,1789.0,1242.35,1243.0,3063.27,3032.0
2020-01-02 00:00:00+00:00,341.0,,5305.0,44.0,203.0,,5154.0,731.0,49501.0,0.0,214.0,,1417.0,31.98,30.64,30.64,61.28,4.604065,0.62412363,0.47565338,1.40418,4.604065,0.62412363,1.4825544,3.6645508,0.85514146,7.2060933,2020-01-02 01:00:00+01:00,58409.0,59800.0,1760.43,1743.0,1184.07,1186.0,2944.5,2929.0
2020-01-02 01:00:00+00:00,342.0,,5276.0,44.0,203.0,,5075.0,714.0,49315.0,0.0,214.0,,1465.0,30.5,30.43,30.43,60.86,4.4978333,0.63202095,0.4642986,1.5052599,4.4978333,0.63202095,1.5752398,3.6232605,0.8776277,7.1957374,2020-01-02 02:00:00+01:00,57107.0,59350.0,1761.41,1748.0,1168.88,1156.0,2930.29,2904.0
2020-01-02 02:00:00+00:00,342.0,,5019.0,44.0,201.0,,5113.0,730.0,49138.0,0.0,214.0,,1579.0,28.79,28.79,28.79,57.58,4.4345093,0.6494826,0.47159904,1.6124872,4.4345093,0.6494826,1.680036,3.5783691,0.8607066,7.1437507,2020-01-02 03:00:00+01:00,54825.0,56800.0,1785.46,1779.0,1182.93,1173.0,2968.3900000000003,2952.0
2020-01-02 03:00:00+00:00,342.0,,5030.0,44.0,200.0,,5174.0,767.0,49223.0,0.0,216.0,,1646.0,28.42,28.42,28.42,56.84,4.370056,0.65683824,0.4568149,1.7034018,4.370056,0.65683824,1.7635922,3.5240784,0.83356994,7.103382,2020-01-02 04:00:00+01:00,54173.0,55800.0,1810.32,1861.0,1201.74,1215.0,3012.06,3076.0
2020-01-02 04:00:00+00:00,342.0,,5128.0,44.0,200.0,,5217.0,970.0,49512.0,0.0,213.0,,1738.0,28.75,28.75,28.75,57.5,4.3249207,0.6700526,0.4772122,1.8084012,4.3249207,0.6700526,1.8703065,3.4579468,0.7826712,7.1453576,2020-01-02 05:00:00+01:00,56186.0,57050.0,1934.15,1915.0,1279.9,1282.0,3214.05,3197.0
2020-01-02 05:00:00+00:00,342.0,,6708.0,44.0,203.0,,5533.0,1378.0,49780.0,0.0,212.0,,1849.0,34.16,33.38,34.16,67.53999999999999,4.352417,0.67961985,0.46769524,1.9297929,4.352417,0.67961985,1.9856584,3.4108276,0.80349547,7.281304,2020-01-02 06:00:00+01:00,59687.0,60300.0,2229.92,2165.0,1449.86,1447.0,3679.78,3612.0
2020-01-02 06:00:00+00:00,344.0,,7462.0,44.0,204.0,,5946.0,1800.0,49924.0,0.0,213.0,,1965.0,42.07,31.79,42.07,73.86,4.359497,0.673676,0.47250462,2.0848176,4.359497,0.673676,2.1376915,3.3777466,0.82141596,7.483327,2020-01-02 07:00:00+01:00,63296.0,64250.0,2609.8,2555.0,1640.1,1655.0,4249.9,4210.0
2020-01-02 07:00:00+00:00,341.0,,7859.0,44.0,204.0,504.0,5993.0,2339.0,50174.0,161.0,216.0,,2138.0,44.89,31.83,44.89,76.72,4.3582153,0.67933095,0.50863504,2.2182333,4.3582153,0.67933095,2.2758007,3.3724976,0.83177716,7.614935,2020-01-02 08:00:00+01:00,66229.0,67400.0,2823.91,2773.0,1778.13,1773.0,4602.04,4546.0
2020-01-02 08:00:00+00:00,341.0,,8298.0,44.0,204.0,1245.0,6236.0,3196.0,50212.0,568.0,215.0,,2350.0,45.26,31.74,45.26,77.0,4.478546,0.6795668,0.555946,2.3391423,4.478546,0.6795668,2.404301,3.3700867,0.83639514,7.684653,2020-01-02 09:00:00+01:00,68363.0,69050.0,2919.53,2833.0,1820.77,1829.0,4740.3,4662.0
2020-01-02 09:00:00+00:00,341.0,,8408.0,44.0,203.0,1311.0,6427.0,3366.0,50376.0,1508.0,210.0,,2521.0,45.57,31.63,45.57,77.2,5.009308,0.67346704,0.6094,2.5072567,5.009308,0.67346704,2.580253,3.4519043,0.85111845,7.863671,2020-01-02 10:00:00+01:00,69585.0,70400.0,2985.62,2916.0,1879.43,1869.0,4865.05,4785.0
2020-01-02 10:00:00+00:00,342.0,,8354.0,44.0,204.0,975.0,6445.0,3619.0,50424.0,2006.0,211.0,,2653.0,45.09,31.32,45.09,76.41,5.922821,0.7088854,0.6765577,2.6363444,5.922821,0.7088854,2.721772,3.5773315,0.8661659,7.619123,2020-01-02 11:00:00+01:00,70422.0,70900.0,2980.93,2939.0,1898.31,1878.0,4879.24,4817.0
2020-01-02 11:00:00+00:00,341.0,,8312.0,44.0,204.0,1608.0,6489.0,3985.0,50426.0,2268.0,213.0,,2770.0,45.16,31.07,45.16,76.22999999999999,6.6687317,0.6843357,0.91374505,2.8190353,6.6687317,0.6843357,2.9634254,3.7406006,0.86004484,7.7282243,2020-01-02 12:00:00+01:00,71766.0,71850.0,2941.37,2905.0,1898.29,1880.0,4839.66,4785.0
2020-01-02 12:00:00+00:00,341.0,,8239.0,44.0,204.0,1637.0,6396.0,3917.0,50407.0,2108.0,214.0,,2907.0,44.9,31.06,44.9,75.96,7.291931,0.70353633,1.1760545,2.9608243,7.291931,0.70353633,3.1858413,3.8990479,0.8637384,7.7677336,2020-01-02 13:00:00+01:00,70309.0,71650.0,2877.38,2883.0,1901.52,1871.0,4778.9,4754.0
2020-01-02 13:00:00+00:00,341.0,,8236.0,44.0,204.0,1075.0,6243.0,3759.0,50383.0,1696.0,214.0,,3055.0,44.06,31.07,44.06,75.13,7.7532654,0.68461156,1.431981,2.9490144,7.7532654,0.68461156,3.2783008,3.9854736,0.8526571,7.7428985,2020-01-02 14:00:00+01:00,68063.0,69150.0,2944.75,2894.0,1884.66,1870.0,4829.41,4764.0
2020-01-02 14:00:00+00:00,342.0,,7981.0,44.0,204.0,898.0,6316.0,3932.0,50415.0,1010.0,214.0,,3310.0,43.94,31.26,44.84,76.10000000000001,7.997284,0.72483,1.520028,2.864288,7.997284,0.72483,3.2426271,3.9805603,0.83629286,7.639698,2020-01-02 15:00:00+01:00,65977.0,66800.0,2929.8,2879.0,1896.0,1883.0,4825.8,4762.0
2020-01-02 15:00:00+00:00,345.0,,7908.0,44.0,204.0,524.0,6488.0,3505.0,50491.0,392.0,214.0,,3787.0,44.37,31.41,44.4,75.81,7.91214,0.7490883,1.5499587,2.7974515,7.91214,0.7490883,3.1981413,3.873169,0.82785696,7.597549,2020-01-02 16:00:00+01:00,65316.0,65750.0,3002.12,3015.0,1981.08,1997.0,4983.2,5012.0
2020-01-02 16:00:00+00:00,344.0,,8162.0,44.0,204.0,1340.0,6796.0,3730.0,50639.0,132.0,216.0,,4378.0,46.05,31.4,46.05,77.44999999999999,7.504608,0.7725519,1.5954398,2.8200529,7.504608,0.7725519,3.240081,3.7694702,0.8357825,7.790697,2020-01-02 17:00:00+01:00,67726.0,68150.0,3142.01,3165.0,2088.92,2104.0,5230.93,5269.0
2020-01-02 17:00:00+00:00,344.0,,8224.0,44.0,204.0,1503.0,6935.0,3940.0,50702.0,0.0,217.0,,4844.0,46.72,31.1,46.72,77.82,6.908722,0.7970101,1.64953,2.914338,6.908722,0.7970101,3.3487782,3.6748047,0.86488867,8.056543,2020-01-02 18:00:00+01:00,70083.0,72450.0,3092.61,3052.0,2026.91,2028.0,5119.52,5080.0
2020-01-02 18:00:00+00:00,344.0,,8258.0,44.0,204.0,1190.0,6693.0,3858.0,50639.0,0.0,218.0,,5471.0,46.11,30.75,45.26,76.00999999999999,6.6696777,0.8304562,1.6945362,3.0025656,6.6696777,0.8304562,3.4477315,3.610077,0.88701177,8.310955,2020-01-02 19:00:00+01:00,70006.0,73650.0,2839.87,2896.0,1886.78,1890.0,4726.65,4786.0
2020-01-02 19:00:00+00:00,342.0,,8021.0,44.0,203.0,419.0,6341.0,3136.0,50409.0,0.0,217.0,,5963.0,43.7,30.47,39.32,69.78999999999999,6.528473,0.8671991,1.7658231,3.1134803,6.528473,0.8671991,3.5793703,3.6329956,0.9175817,8.5238285,2020-01-02 20:00:00+01:00,66487.0,69800.0,2734.71,2742.0,1747.02,1749.0,4481.73,4491.0
2020-01-02 20:00:00+00:00,342.0,,7322.0,44.0,204.0,,5915.0,1727.0,50185.0,0.0,218.0,,6244.0,34.76,30.1,30.1,60.2,6.441681,0.88970095,1.900825,3.1814303,6.441681,0.88970095,3.7060268,3.692749,0.94799346,8.686546,2020-01-02 21:00:00+01:00,63214.0,65550.0,2554.65,2597.0,1611.36,1619.0,4166.01,4216.0
2020-01-02 21:00:00+00:00,342.0,,6834.0,44.0,203.0,,5623.0,1515.0,50258.0,0.0,218.0,,6233.0,33.02,29.71,29.71,59.42,6.477112,0.8960001,2.0742846,3.2119246,6.477112,0.8960001,3.8234951,3.7774353,0.97412336,8.862959,2020-01-02 22:00:00+01:00,63664.0,63050.0,2418.39,2408.0,1519.5,1475.0,3937.89,3883.0
2020-01-02 22:00:00+00:00,341.0,,6216.0,44.0,203.0,,5520.0,1455.0,50182.0,0.0,218.0,,6272.0,33.39,24.99,24.99,49.98,6.3790894,0.9326372,2.423502,3.0670974,6.3790894,0.9326372,3.9090214,3.785675,0.983151,8.9914875,2020-01-02 23:00:00+01:00,64558.0,65350.0,2233.64,2268.0,1391.48,1367.0,3625.12,3635.0
2020-01-02 23:00:00+00:00,342.0,,4169.0,44.0,203.0,,5321.0,999.0,49394.0,0.0,218.0,,6594.0,32.05,18.93,18.93,37.86,6.4074707,0.93382996,2.5910718,2.9877832,6.4074707,0.93382996,3.9548073,3.9601746,0.9910273,9.167616,2020-01-03 00:00:00+01:00,61475.0,63700.0,2129.75,2119.0,1301.52,1289.0,3431.27,3408.0
2020-01-03 00:00:00+00:00,335.0,,3917.0,44.0,200.0,,5097.0,780.0,48586.0,0.0,218.0,,6747.0,30.75,9.98,9.98,19.96,6.421692,0.92370737,2.7384183,2.9078803,6.421692,0.92370737,3.9943337,4.1836243,0.99633324,9.224937,2020-01-03 01:00:00+01:00,59072.0,60300.0,2069.52,2019.0,1270.35,1230.0,3339.87,3249.0
2020-01-03 01:00:00+00:00,332.0,,3715.0,44.0,200.0,,4855.0,624.0,48046.0,0.0,218.0,,6868.0,29.03,1.53,1.53,3.06,6.424225,0.915616,2.8618712,2.8398902,6.424225,0.915616,4.031784,4.428894,0.9958753,9.309703,2020-01-03 02:00:00+01:00,57563.0,59150.0,2050.14,2028.0,1243.93,1218.0,3294.07,3246.0
2020-01-03 02:00:00+00:00,332.0,,3735.0,45.0,201.0,,4820.0,650.0,47389.0,0.0,219.0,,7155.0,24.96,0.14,0.14,0.28,6.3668823,0.89339304,2.9262245,2.7827327,6.3668823,0.89339304,4.0381174,4.6756897,0.9972854,9.451942,2020-01-03 03:00:00+01:00,54882.0,55900.0,2048.31,2042.0,1241.76,1239.0,3290.07,3281.0
2020-01-03 03:00:00+00:00,330.0,,3670.0,44.0,201.0,,4863.0,512.0,47272.0,0.0,219.0,,7501.0,22.56,0.85,0.85,1.7,6.4014587,0.9020792,3.0077953,2.7285094,6.4014587,0.9020792,4.0609846,4.9272156,0.9989736,9.684988,2020-01-03 04:00:00+01:00,53689.0,54200.0,2072.21,2080.0,1219.61,1260.0,3291.82,3340.0
2020-01-03 04:00:00+00:00,331.0,,3778.0,44.0,201.0,,4892.0,493.0,47476.0,0.0,218.0,,7670.0,26.16,9.92,9.92,19.84,6.383301,0.8938132,3.1506574,2.6298668,6.383301,0.8938132,4.104003,5.1811523,0.9989633,9.803708,2020-01-03 05:00:00+01:00,55332.0,55400.0,2180.74,2200.0,1284.47,1322.0,3465.21,3522.0
2020-01-03 05:00:00+00:00,331.0,,4499.0,44.0,203.0,,4984.0,674.0,48445.0,0.0,218.0,,7808.0,31.21,24.48,24.48,48.96,6.4003906,0.901605,3.2320654,2.4622312,6.4003906,0.901605,4.063106,5.466217,0.99894,9.865415,2020-01-03 06:00:00+01:00,58672.0,58650.0,2467.11,2416.0,1501.64,1497.0,3968.75,3913.0
2020-01-03 06:00:00+00:00,329.0,,6234.0,51.0,203.0,,5378.0,1699.0,49435.0,0.0,216.0,,8150.0,36.73,26.68,26.68,53.36,6.4093933,0.89221674,3.3054903,2.2256274,6.4093933,0.89221674,3.984932,5.6499023,0.99699306,9.612035,2020-01-03 07:00:00+01:00,62116.0,62550.0,2795.41,2731.0,1682.29,1715.0,4477.7,4446.0
2020-01-03 07:00:00+00:00,329.0,,7323.0,44.0,204.0,,5700.0,2345.0,49590.0,158.0,217.0,,8255.0,40.7,28.81,28.81,57.62,6.4509277,0.8999666,3.327498,1.9799885,6.4509277,0.8999666,3.8720276,5.795349,0.9696783,9.164586,2020-01-03 08:00:00+01:00,64733.0,65950.0,2938.67,2910.0,1789.49,1808.0,4728.16,4718.0
2020-01-03 08:00:00+00:00,332.0,,7650.0,42.0,204.0,,5992.0,2582.0,49745.0,496.0,218.0,,7894.0,44.18,29.28,29.28,58.56,6.569031,0.8983083,3.3639622,1.7247328,6.569031,0.8983083,3.7803366,5.927429,0.93178326,8.756901,2020-01-03 09:00:00+01:00,66187.0,67650.0,2955.22,2905.0,1836.06,1840.0,4791.28,4745.0
2020-01-03 09:00:00+00:00,332.0,,7575.0,42.0,204.0,387.0,6124.0,2346.0,49695.0,1091.0,217.0,,7808.0,44.05,28.85,28.85,57.7,7.0381775,0.90088415,3.4223158,1.4753803,7.0381775,0.90088415,3.726794,6.0505066,0.8955312,8.419043,2020-01-03 10:00:00+01:00,66633.0,69100.0,2945.34,2922.0,1872.76,1853.0,4818.1,4775.0
2020-01-03 10:00:00+00:00,332.0,,6986.0,42.0,204.0,458.0,6119.0,2094.0,49703.0,1523.0,218.0,,7892.0,41.92,31.8,31.8,63.6,7.724365,0.89218396,3.3906996,0.93539643,7.724365,0.89218396,3.5173585,6.31015,0.8612396,7.6065087,2020-01-03 11:00:00+01:00,67002.0,69800.0,2934.38,2928.0,1887.39,1838.0,4821.77,4766.0
2020-01-03 11:00:00+00:00,332.0,,7153.0,45.0,204.0,527.0,6032.0,2444.0,49317.0,1763.0,217.0,,8130.0,41.6,30.39,37.94,68.33,8.332306,0.885409,3.5557559,0.6990128,8.332306,0.885409,3.6238127,6.3934326,0.81959754,7.3058643,2020-01-03 12:00:00+01:00,67918.0,71000.0,2832.08,2814.0,1879.27,1813.0,4711.35,4627.0
2020-01-03 12:00:00+00:00,330.0,,7397.0,45.0,204.0,678.0,5823.0,1982.0,48883.0,1675.0,219.0,,8020.0,39.23,30.24,37.9,68.14,8.834106,0.86711496,3.6463282,0.33865148,8.834106,0.86711496,3.6620207,6.403137,0.7808212,7.1673393,2020-01-03 13:00:00+01:00,66405.0,70300.0,2794.98,2771.0,1863.67,1834.0,4658.65,4605.0
2020-01-03 13:00:00+00:00,330.0,,7591.0,45.0,204.0,854.0,5633.0,1931.0,48970.0,1311.0,218.0,,7498.0,39.04,30.19,38.11,68.3,9.112549,0.86175185,3.6292155,-0.041778173,9.112549,0.86175185,3.6294558,6.3526917,0.78993475,6.999131,2020-01-03 14:00:00+01:00,64465.0,67900.0,2707.75,2688.0,1822.19,1797.0,4529.9400000000005,4485.0
2020-01-03 14:00:00+00:00,331.0,,7924.0,45.0,203.0,198.0,5560.0,1705.0,48964.0,753.0,218.0,,6801.0,38.41,30.4,37.91,68.31,9.185944,0.8494699,3.4864218,-0.39647096,9.185944,0.8494699,3.5088925,6.1766663,0.82008773,6.760151,2020-01-03 15:00:00+01:00,62520.0,65950.0,2668.86,2688.0,1818.85,1811.0,4487.71,4499.0
2020-01-03 15:00:00+00:00,329.0,,7962.0,47.0,204.0,372.0,5769.0,1433.0,49076.0,328.0,218.0,,6001.0,38.91,30.48,38.44,68.92,9.068207,0.8389165,3.2779198,-0.64164615,9.068207,0.8389165,3.3401299,5.822113,0.85919553,6.6645684,2020-01-03 16:00:00+01:00,62111.0,65000.0,2747.0,2743.0,1911.86,1927.0,4658.86,4670.0
2020-01-03 16:00:00+00:00,326.0,,8293.0,49.0,204.0,1440.0,6148.0,3158.0,49338.0,139.0,220.0,,5652.0,43.51,30.44,40.47,70.91,8.7916565,0.817438,3.113217,-0.8354957,8.7916565,0.817438,3.2233794,5.5712585,0.8580509,6.817008,2020-01-03 17:00:00+01:00,64768.0,67000.0,3012.8,2945.0,2031.63,2031.0,5044.43,4976.0
